project_id,project_name,project_type,country,state,district,land_area,land_type,land_price_per_acre,number_of_owners,compensation_status,compensation_percentage,legal_disputes,land_possession_status,land_possession_percentage,rehabilitation_status,rehabilitation_percentage,risk_score,delay_probability,risk_category,latitude,longitude
LAP-0362,Deccan Industrial Corridor Project 362,Industrial Corridor,India,Bihar,Gaya,101.43,Industrial,2500000.00,150,In Progress,89.95,3,Partially Possessed,71.13,In Progress,87.09,42.41,0.42,Medium,24.864406,85.119842
LAP-0363,Regional Transmission Line Project 363,Transmission Line,India,Bihar,Gaya,241.40,Barren,2500000.00,410,In Progress,58.10,7,Partially Possessed,54.10,In Progress,63.77,59.33,0.60,Medium,24.624034,85.042756
LAP-0364,Samriddhi Irrigation Canal Project 364,Irrigation Canal,India,Telangana,Warangal,194.78,Agricultural,2500000.00,299,In Progress,61.31,6,Partially Possessed,55.33,In Progress,65.16,61.52,0.54,High,18.219559,79.783681
LAP-0365,River Metro Rail Project 365,Metro Rail,India,Odisha,Sundargarh,193.36,Residential,2500000.00,326,In Progress,74.89,3,Partially Possessed,48.33,In Progress,72.68,54.07,0.42,Medium,22.157463,84.029025
LAP-0366,Bharat Logistics Park Project 366,Logistics Park,India,Odisha,Khordha,384.12,Industrial,2500000.00,632,Not Started,34.27,7,Not Possessed,31.87,Not Started,34.65,85.48,0.88,High,20.008375,85.735978
LAP-0367,Greenfield Irrigation Canal Project 367,Irrigation Canal,India,Madhya Pradesh,Bhopal,40.05,Agricultural,2500000.00,60,In Progress,88.10,0,Partially Possessed,72.97,In Progress,64.82,21.20,0.22,Low,23.170454,77.275519
LAP-0368,Frontier Solar Park Project 368,Solar Park,India,Uttar Pradesh,Prayagraj,150.62,Agricultural,2500000.00,291,In Progress,52.53,7,Partially Possessed,55.61,In Progress,64.21,65.60,0.82,High,25.713809,81.957839
LAP-0369,Deccan Logistics Park Project 369,Logistics Park,India,Uttar Pradesh,Gautam Buddha Nagar,123.98,Industrial,2500000.00,214,In Progress,70.19,1,Partially Possessed,70.35,In Progress,75.38,48.61,0.69,Medium,28.770220,77.501118
LAP-0370,Greenfield Industrial Corridor Project 370,Industrial Corridor,India,Odisha,Sundargarh,344.13,Industrial,2500000.00,569,In Progress,61.24,7,Partially Possessed,87.03,In Progress,81.77,57.75,0.58,Medium,22.182606,84.076572
LAP-0371,Deccan Metro Rail Project 371,Metro Rail,India,Odisha,Kalahandi,147.44,Residential,2500000.00,242,In Progress,83.87,2,Partially Possessed,62.41,In Progress,55.60,50.21,0.34,Medium,19.955686,83.303581
LAP-0372,Greenfield Transmission Line Project 372,Transmission Line,India,Tamil Nadu,Coimbatore,221.40,Barren,2500000.00,360,In Progress,76.28,2,Partially Possessed,79.16,In Progress,68.52,30.08,0.30,Medium,11.108472,76.871876
LAP-0373,Coastal Metro Rail Project 373,Metro Rail,India,Rajasthan,Jaipur,242.25,Residential,2500000.00,413,In Progress,49.00,5,Partially Possessed,40.52,Not Started,33.24,83.23,0.67,High,26.860009,75.630072
LAP-0374,Samriddhi Railway Corridor Project 374,Railway Corridor,India,Odisha,Sundargarh,154.24,Residential,2500000.00,246,In Progress,88.31,2,Possessed,100.00,In Progress,77.70,28.56,0.19,Low,22.122836,83.934223
LAP-0375,Bharat Logistics Park Project 375,Logistics Park,India,Odisha,Khordha,253.11,Industrial,2500000.00,403,Not Started,34.34,5,Partially Possessed,37.90,Not Started,29.63,73.58,0.65,High,20.275675,85.963848
LAP-0376,Regional Industrial Corridor Project 376,Industrial Corridor,India,Gujarat,Surat,740.05,Industrial,2500000.00,1258,In Progress,64.95,5,Partially Possessed,56.32,In Progress,38.02,68.24,0.67,High,21.131648,72.963368
LAP-0377,Bharat Industrial Corridor Project 377,Industrial Corridor,India,Rajasthan,Kota,212.40,Industrial,2500000.00,340,In Progress,78.23,1,Partially Possessed,69.25,In Progress,58.27,45.47,0.47,Medium,25.183112,75.863482
LAP-0378,Coastal Solar Park Project 378,Solar Park,India,Uttar Pradesh,Gautam Buddha Nagar,226.56,Agricultural,2500000.00,420,In Progress,55.37,8,Partially Possessed,69.94,In Progress,73.85,56.29,0.53,Medium,28.495282,77.393349
LAP-0379,River Metro Rail Project 379,Metro Rail,India,Karnataka,Belagavi,104.11,Residential,2500000.00,165,In Progress,76.78,4,Partially Possessed,73.26,In Progress,68.13,62.62,0.44,High,15.982530,74.532686
LAP-0380,Deccan Irrigation Canal Project 380,Irrigation Canal,India,Karnataka,Mysuru,195.51,Agricultural,2500000.00,316,In Progress,52.33,6,Partially Possessed,51.01,In Progress,62.72,59.01,0.55,Medium,12.223893,76.847358
LAP-0381,Greenfield Irrigation Canal Project 381,Irrigation Canal,India,Tamil Nadu,Tiruchirappalli,315.76,Agricultural,2500000.00,495,In Progress,70.57,0,Partially Possessed,41.61,In Progress,45.00,30.12,0.24,Medium,10.827308,78.680137
LAP-0382,National Industrial Corridor Project 382,Industrial Corridor,India,Madhya Pradesh,Dhar,88.80,Industrial,2500000.00,138,In Progress,84.55,0,Partially Possessed,79.95,In Progress,81.76,31.39,0.47,Medium,22.611959,75.475758
LAP-0383,Deccan Transmission Line Project 383,Transmission Line,India,Telangana,Nalgonda,531.89,Barren,2500000.00,938,In Progress,49.13,8,Partially Possessed,46.71,In Progress,45.34,86.20,0.93,High,16.870343,79.152165
LAP-0384,Deccan Railway Corridor Project 384,Railway Corridor,India,Karnataka,Bengaluru Urban,97.20,Residential,2500000.00,182,In Progress,67.74,1,Partially Possessed,61.15,In Progress,75.61,40.17,0.61,Medium,12.993249,77.719368
LAP-0385,National National Highway Project 385,National Highway,India,Bihar,Muzaffarpur,561.89,Agricultural,2500000.00,981,In Progress,51.99,6,Partially Possessed,48.55,In Progress,50.13,64.27,0.80,High,26.153660,85.484867
LAP-0386,Eastern Metro Rail Project 386,Metro Rail,India,Karnataka,Mysuru,598.20,Residential,2500000.00,1085,In Progress,52.07,1,Partially Possessed,59.99,In Progress,76.00,47.08,0.36,Medium,12.296868,76.664217
LAP-0387,Regional Railway Corridor Project 387,Railway Corridor,India,Bihar,Gaya,134.74,Residential,2500000.00,239,In Progress,45.68,6,Partially Possessed,46.34,In Progress,44.66,84.30,0.66,High,24.884435,85.010999
LAP-0388,Regional National Highway Project 388,National Highway,India,Gujarat,Surat,66.97,Agricultural,2500000.00,130,In Progress,88.79,1,Partially Possessed,90.66,In Progress,82.72,19.81,0.28,Low,21.185222,72.762624
LAP-0389,Frontier Airport Expansion Project 389,Airport Expansion,India,Maharashtra,Pune,165.26,Commercial,2500000.00,264,In Progress,65.22,3,Partially Possessed,48.24,In Progress,73.50,57.27,0.49,Medium,18.333002,73.916167
LAP-0390,Eastern Metro Rail Project 390,Metro Rail,India,Gujarat,Surat,91.12,Residential,2500000.00,165,Not Started,23.84,5,Partially Possessed,38.77,In Progress,38.17,91.94,0.74,High,20.957889,72.789484
LAP-0391,Eastern Metro Rail Project 391,Metro Rail,India,Gujarat,Surat,432.53,Residential,2500000.00,741,In Progress,57.71,6,Partially Possessed,74.92,In Progress,76.79,60.91,0.64,High,21.233219,72.748178
LAP-0392,Frontier Metro Rail Project 392,Metro Rail,India,Madhya Pradesh,Indore,391.35,Residential,2500000.00,662,In Progress,44.29,5,Partially Possessed,46.16,In Progress,43.40,85.30,0.76,High,22.679995,75.857960
LAP-0393,Eastern Logistics Park Project 393,Logistics Park,India,Uttar Pradesh,Lucknow,145.77,Industrial,2500000.00,259,In Progress,90.85,1,Possessed,100.00,In Progress,91.32,6.59,0.26,Low,26.829971,80.910993
LAP-0394,National Transmission Line Project 394,Transmission Line,India,Tamil Nadu,Tiruchirappalli,130.18,Barren,2500000.00,194,Completed,100.00,0,Partially Possessed,86.61,Completed,97.97,11.57,0.27,Low,10.892552,78.600289
LAP-0395,Samriddhi Airport Expansion Project 395,Airport Expansion,India,Tamil Nadu,Tiruchirappalli,340.95,Commercial,2500000.00,599,In Progress,75.23,4,Partially Possessed,62.89,In Progress,59.35,48.93,0.37,Medium,10.721648,78.676153
LAP-0396,Frontier Logistics Park Project 396,Logistics Park,India,Tamil Nadu,Tiruchirappalli,35.37,Industrial,2500000.00,48,In Progress,52.45,12,Partially Possessed,39.63,In Progress,36.85,100.00,0.92,High,10.690392,78.516478
LAP-0397,Deccan Solar Park Project 397,Solar Park,India,Uttar Pradesh,Lucknow,788.72,Agricultural,2500000.00,1391,In Progress,67.30,4,Partially Possessed,72.76,In Progress,65.43,40.09,0.51,Medium,26.867591,80.837814
LAP-0398,Coastal Metro Rail Project 398,Metro Rail,India,Uttar Pradesh,Prayagraj,624.77,Residential,2500000.00,1110,In Progress,70.66,6,Partially Possessed,63.99,In Progress,49.58,74.62,0.72,High,25.436237,81.902616
LAP-0399,Regional Railway Corridor Project 399,Railway Corridor,India,Bihar,Gaya,715.02,Residential,2500000.00,1240,In Progress,66.52,1,Partially Possessed,74.77,In Progress,61.10,44.95,0.47,Medium,24.630063,84.798384
LAP-0400,Coastal National Highway Project 400,National Highway,India,Karnataka,Mysuru,167.50,Agricultural,2500000.00,276,In Progress,76.68,3,Partially Possessed,75.89,In Progress,73.37,39.56,0.45,Medium,12.480711,76.678454
LAP-0401,National Solar Park Project 401,Solar Park,India,Maharashtra,Pune,142.40,Agricultural,2500000.00,232,In Progress,79.95,3,Partially Possessed,62.46,In Progress,69.55,40.10,0.41,Medium,18.551001,73.827928
LAP-0402,Frontier Railway Corridor Project 402,Railway Corridor,India,Karnataka,Mysuru,228.48,Residential,2500000.00,366,In Progress,74.44,6,Partially Possessed,84.94,In Progress,84.55,43.67,0.37,Medium,12.144737,76.434654
LAP-0403,Coastal Airport Expansion Project 403,Airport Expansion,India,Tamil Nadu,Tiruchirappalli,517.56,Commercial,2500000.00,854,In Progress,52.67,3,Partially Possessed,58.16,In Progress,80.62,51.95,0.39,Medium,10.831510,78.703702
LAP-0404,River Solar Park Project 404,Solar Park,India,Tamil Nadu,Chengalpattu,216.30,Agricultural,2500000.00,355,In Progress,82.62,4,Partially Possessed,74.53,In Progress,52.70,44.23,0.55,Medium,12.649977,79.932848
LAP-0405,Greenfield Logistics Park Project 405,Logistics Park,India,Bihar,Muzaffarpur,144.70,Industrial,2500000.00,229,In Progress,70.13,2,Partially Possessed,72.41,In Progress,70.67,36.72,0.44,Medium,25.921551,85.383595
LAP-0406,Eastern Industrial Corridor Project 406,Industrial Corridor,India,Uttar Pradesh,Prayagraj,87.15,Industrial,2500000.00,136,In Progress,70.64,4,Partially Possessed,69.45,In Progress,92.26,51.21,0.48,Medium,25.517783,81.995284
LAP-0407,River Transmission Line Project 407,Transmission Line,India,Uttar Pradesh,Prayagraj,231.68,Barren,2500000.00,413,In Progress,67.75,8,Partially Possessed,44.26,In Progress,36.46,83.63,0.72,High,25.511028,81.810346
LAP-0408,Coastal Metro Rail Project 408,Metro Rail,India,Maharashtra,Nashik,152.57,Residential,2500000.00,279,In Progress,52.67,1,Partially Possessed,56.44,In Progress,49.04,51.01,0.52,Medium,19.954938,73.624304
LAP-0409,National Irrigation Canal Project 409,Irrigation Canal,India,Rajasthan,Jaipur,116.87,Agricultural,2500000.00,188,Not Started,25.46,16,Not Possessed,34.17,Not Started,20.20,100.00,0.82,High,26.780261,75.877520
LAP-0410,Regional National Highway Project 410,National Highway,India,Odisha,Kalahandi,247.97,Agricultural,2500000.00,435,In Progress,40.86,6,Partially Possessed,65.31,Not Started,25.42,73.96,0.65,High,19.915647,83.195834
LAP-0411,Deccan Industrial Corridor Project 411,Industrial Corridor,India,Uttar Pradesh,Lucknow,56.40,Industrial,2500000.00,90,In Progress,63.96,5,Partially Possessed,54.00,Not Started,28.67,76.34,0.86,High,26.611644,81.139756
LAP-0412,Frontier Transmission Line Project 412,Transmission Line,India,Madhya Pradesh,Indore,136.87,Barren,2500000.00,228,In Progress,38.04,3,Partially Possessed,60.24,In Progress,63.27,65.03,0.55,High,22.427414,75.877128
LAP-0413,Greenfield Solar Park Project 413,Solar Park,India,Odisha,Sundargarh,71.67,Agricultural,2500000.00,114,In Progress,62.75,5,Partially Possessed,58.22,In Progress,44.23,61.74,0.56,High,22.304215,84.038785
LAP-0414,National Industrial Corridor Project 414,Industrial Corridor,India,Karnataka,Mysuru,402.80,Industrial,2500000.00,647,In Progress,54.56,4,Partially Possessed,43.40,In Progress,58.19,63.47,0.72,High,12.530818,76.711952
LAP-0415,Bharat Industrial Corridor Project 415,Industrial Corridor,India,Tamil Nadu,Chengalpattu,248.55,Industrial,2500000.00,414,In Progress,42.48,5,Partially Possessed,36.85,In Progress,42.89,83.18,0.75,High,12.829792,79.873937
LAP-0416,Samriddhi Transmission Line Project 416,Transmission Line,India,Gujarat,Kutch,199.03,Barren,2500000.00,380,In Progress,74.58,5,Partially Possessed,72.16,In Progress,61.73,53.70,0.42,Medium,23.640998,69.906383
LAP-0417,Frontier Metro Rail Project 417,Metro Rail,India,Karnataka,Bengaluru Urban,182.97,Residential,2500000.00,286,In Progress,67.02,2,Partially Possessed,85.66,In Progress,89.28,52.31,0.55,Medium,13.220336,77.436624
LAP-0418,Samriddhi Airport Expansion Project 418,Airport Expansion,India,Gujarat,Kutch,223.93,Commercial,2500000.00,408,In Progress,55.07,6,Partially Possessed,53.27,In Progress,61.14,68.83,0.61,High,23.452118,69.710689
LAP-0419,Coastal Solar Park Project 419,Solar Park,India,Maharashtra,Nashik,184.19,Agricultural,2500000.00,288,In Progress,49.55,1,Partially Possessed,67.28,In Progress,51.06,44.75,0.57,Medium,19.910614,73.937691
LAP-0420,Samriddhi Logistics Park Project 420,Logistics Park,India,Karnataka,Bengaluru Urban,80.04,Industrial,2500000.00,131,In Progress,47.41,3,Partially Possessed,47.15,In Progress,38.63,59.48,0.54,Medium,12.907687,77.695586
LAP-0421,Regional Railway Corridor Project 421,Railway Corridor,India,Bihar,Patna,178.98,Residential,2500000.00,333,In Progress,76.55,2,Possessed,97.94,In Progress,77.31,31.51,0.31,Medium,25.818236,85.201117
LAP-0422,Deccan Logistics Park Project 422,Logistics Park,India,Rajasthan,Kota,251.62,Industrial,2500000.00,454,Completed,100.00,2,Possessed,100.00,Completed,100.00,13.82,0.09,Low,25.226365,75.948129
LAP-0423,Regional Airport Expansion Project 423,Airport Expansion,India,Telangana,Rangareddy,522.43,Commercial,2500000.00,852,In Progress,45.90,7,Partially Possessed,53.40,Not Started,25.77,88.58,0.81,High,17.249236,78.409489
LAP-0424,Regional Railway Corridor Project 424,Railway Corridor,India,Madhya Pradesh,Dhar,319.42,Residential,2500000.00,551,In Progress,62.18,5,Partially Possessed,48.95,In Progress,60.66,63.51,0.56,High,22.548233,75.298201
LAP-0425,Samriddhi Irrigation Canal Project 425,Irrigation Canal,India,Bihar,Muzaffarpur,165.26,Agricultural,2500000.00,259,In Progress,64.75,3,Partially Possessed,62.40,In Progress,62.35,50.66,0.33,Medium,26.041704,85.521597
LAP-0426,River Airport Expansion Project 426,Airport Expansion,India,Rajasthan,Jaipur,102.77,Commercial,2500000.00,164,In Progress,87.41,1,Partially Possessed,86.91,Completed,95.69,27.26,0.33,Low,26.691874,75.754077
LAP-0427,National Solar Park Project 427,Solar Park,India,Maharashtra,Nagpur,136.62,Agricultural,2500000.00,216,Completed,97.07,0,Partially Possessed,89.18,In Progress,76.73,1.03,0.07,Low,21.341909,79.333771
LAP-0428,Deccan National Highway Project 428,National Highway,India,Karnataka,Belagavi,1014.27,Agricultural,2500000.00,1695,In Progress,66.88,3,Partially Possessed,68.74,In Progress,62.50,48.69,0.59,Medium,15.871057,74.714123
LAP-0429,Eastern Industrial Corridor Project 429,Industrial Corridor,India,Telangana,Rangareddy,324.07,Industrial,2500000.00,535,In Progress,71.61,3,Partially Possessed,72.38,In Progress,56.08,59.27,0.48,Medium,17.374844,78.418898
LAP-0430,Frontier Logistics Park Project 430,Logistics Park,India,Tamil Nadu,Chengalpattu,73.14,Industrial,2500000.00,119,In Progress,63.35,3,Partially Possessed,60.17,In Progress,43.02,59.63,0.63,Medium,12.632838,80.196038
LAP-0431,Deccan Metro Rail Project 431,Metro Rail,India,Madhya Pradesh,Dhar,49.34,Residential,2500000.00,84,In Progress,56.93,2,Partially Possessed,40.92,In Progress,49.07,57.25,0.43,Medium,22.523342,75.433669
LAP-0432,Regional Transmission Line Project 432,Transmission Line,India,Tamil Nadu,Tiruchirappalli,197.20,Barren,2500000.00,321,In Progress,70.91,1,Partially Possessed,73.21,In Progress,69.98,32.81,0.26,Medium,10.862600,78.770940
LAP-0433,Eastern Metro Rail Project 433,Metro Rail,India,Rajasthan,Jaipur,13.55,Residential,2500000.00,29,In Progress,61.13,1,Partially Possessed,81.94,In Progress,80.78,36.24,0.34,Medium,27.016908,75.516835
LAP-0434,Samriddhi Industrial Corridor Project 434,Industrial Corridor,India,Maharashtra,Nashik,248.46,Industrial,2500000.00,437,In Progress,75.79,0,Partially Possessed,72.24,In Progress,86.00,33.84,0.36,Medium,19.992622,73.940180
LAP-0435,Samriddhi Airport Expansion Project 435,Airport Expansion,India,Bihar,Gaya,251.08,Commercial,2500000.00,383,In Progress,57.90,3,Partially Possessed,52.15,In Progress,78.87,52.64,0.46,Medium,24.814418,85.160102
LAP-0436,Samriddhi Airport Expansion Project 436,Airport Expansion,India,Telangana,Rangareddy,166.82,Commercial,2500000.00,284,In Progress,48.31,4,Possessed,97.27,In Progress,56.91,62.08,0.62,High,17.223799,78.342477
LAP-0437,Bharat National Highway Project 437,National Highway,India,Madhya Pradesh,Bhopal,127.95,Agricultural,2500000.00,214,In Progress,63.71,4,Not Possessed,33.93,In Progress,59.12,57.38,0.49,Medium,23.237439,77.593305
LAP-0438,Eastern Metro Rail Project 438,Metro Rail,India,Odisha,Sundargarh,122.40,Residential,2500000.00,232,In Progress,42.16,3,Partially Possessed,36.23,In Progress,59.09,76.75,0.87,High,22.098117,84.284256
LAP-0439,Frontier Transmission Line Project 439,Transmission Line,India,Bihar,Patna,205.60,Barren,2500000.00,359,In Progress,63.86,3,Partially Possessed,55.46,In Progress,57.15,52.79,0.46,Medium,25.669273,85.388444
LAP-0440,Eastern Logistics Park Project 440,Logistics Park,India,Karnataka,Belagavi,187.55,Industrial,2500000.00,322,In Progress,61.73,7,Partially Possessed,52.52,In Progress,55.02,72.89,0.63,High,15.818845,74.562267
LAP-0441,Greenfield Airport Expansion Project 441,Airport Expansion,India,Odisha,Sundargarh,328.02,Commercial,2500000.00,566,In Progress,58.81,2,Partially Possessed,42.31,In Progress,59.80,57.40,0.52,Medium,22.073804,84.009187
LAP-0442,River Solar Park Project 442,Solar Park,India,Rajasthan,Kota,98.50,Agricultural,2500000.00,169,In Progress,41.40,7,Partially Possessed,55.02,In Progress,39.77,71.49,0.52,High,25.255208,75.809714
LAP-0443,Eastern Solar Park Project 443,Solar Park,India,Odisha,Sundargarh,46.05,Agricultural,2500000.00,78,In Progress,92.45,2,Partially Possessed,92.64,In Progress,67.92,24.26,0.30,Low,21.967863,84.129389
LAP-0444,Greenfield Industrial Corridor Project 444,Industrial Corridor,India,Telangana,Rangareddy,327.65,Industrial,2500000.00,583,In Progress,65.15,4,Partially Possessed,62.01,In Progress,59.00,63.49,0.61,High,17.590919,78.729658
LAP-0445,Coastal Solar Park Project 445,Solar Park,India,Odisha,Kalahandi,273.87,Agricultural,2500000.00,470,In Progress,46.69,9,Partially Possessed,37.65,In Progress,48.08,82.90,0.70,High,20.011261,82.958408
LAP-0446,Coastal Irrigation Canal Project 446,Irrigation Canal,India,Bihar,Muzaffarpur,81.50,Agricultural,2500000.00,151,In Progress,65.28,2,Partially Possessed,53.40,In Progress,61.41,45.50,0.56,Medium,26.045002,85.602361
LAP-0447,Deccan National Highway Project 447,National Highway,India,Uttar Pradesh,Prayagraj,238.30,Agricultural,2500000.00,437,In Progress,86.20,2,Partially Possessed,84.34,In Progress,84.34,24.59,0.09,Low,25.411848,81.633369
LAP-0448,National Airport Expansion Project 448,Airport Expansion,India,Uttar Pradesh,Lucknow,523.49,Commercial,2500000.00,900,In Progress,68.78,3,Partially Possessed,73.52,In Progress,77.12,48.29,0.44,Medium,26.901127,80.920443
LAP-0449,Greenfield Solar Park Project 449,Solar Park,India,Uttar Pradesh,Lucknow,86.71,Agricultural,2500000.00,164,In Progress,68.12,6,Partially Possessed,71.13,In Progress,48.64,66.22,0.50,High,26.697803,80.964786
LAP-0450,Eastern National Highway Project 450,National Highway,India,Gujarat,Ahmedabad,801.58,Agricultural,2500000.00,1350,In Progress,89.75,0,Partially Possessed,90.03,In Progress,84.08,15.06,0.41,Low,23.039353,72.529962
LAP-0451,Frontier Railway Corridor Project 451,Railway Corridor,India,Tamil Nadu,Coimbatore,149.19,Residential,2500000.00,235,In Progress,46.14,6,Partially Possessed,43.96,In Progress,39.01,77.19,0.70,High,10.598419,76.895790
LAP-0452,Samriddhi Metro Rail Project 452,Metro Rail,India,Rajasthan,Jaipur,93.25,Residential,2500000.00,156,In Progress,39.07,6,Partially Possessed,38.38,Not Started,34.97,96.24,0.75,High,26.930491,75.778673
LAP-0453,Samriddhi Airport Expansion Project 453,Airport Expansion,India,Madhya Pradesh,Dhar,100.95,Commercial,2500000.00,199,In Progress,49.44,2,Partially Possessed,50.74,In Progress,48.96,63.57,0.54,High,22.784906,75.360066
LAP-0454,Eastern Logistics Park Project 454,Logistics Park,India,Uttar Pradesh,Prayagraj,346.99,Industrial,2500000.00,598,In Progress,70.89,3,Partially Possessed,63.92,In Progress,71.94,53.90,0.45,Medium,25.364272,81.939092
LAP-0455,Samriddhi Irrigation Canal Project 455,Irrigation Canal,India,Madhya Pradesh,Indore,128.60,Agricultural,2500000.00,212,Not Started,22.50,8,Partially Possessed,36.19,Not Started,22.65,100.00,0.89,High,22.660853,76.007659
LAP-0456,National Transmission Line Project 456,Transmission Line,India,Odisha,Khordha,508.78,Barren,2500000.00,861,In Progress,94.53,4,Possessed,98.34,Completed,100.00,32.58,0.35,Medium,20.259130,85.797649
LAP-0457,Deccan Metro Rail Project 457,Metro Rail,India,Madhya Pradesh,Dhar,423.89,Residential,2500000.00,703,In Progress,71.88,0,Partially Possessed,83.71,In Progress,72.09,32.37,0.32,Medium,22.683032,75.578549
LAP-0458,Coastal Metro Rail Project 458,Metro Rail,India,Madhya Pradesh,Dhar,602.14,Residential,2500000.00,979,Completed,100.00,1,Partially Possessed,77.68,In Progress,84.76,26.96,0.14,Low,22.578063,75.431883
LAP-0459,Coastal Airport Expansion Project 459,Airport Expansion,India,Karnataka,Bengaluru Urban,121.83,Commercial,2500000.00,213,In Progress,40.03,7,Partially Possessed,41.28,In Progress,47.71,79.44,0.72,High,13.230415,77.456303
LAP-0460,Coastal Logistics Park Project 460,Logistics Park,India,Rajasthan,Jaipur,183.94,Industrial,2500000.00,310,In Progress,79.96,2,Partially Possessed,85.61,In Progress,53.60,39.32,0.34,Medium,27.118563,75.836453
LAP-0461,Frontier Transmission Line Project 461,Transmission Line,India,Tamil Nadu,Coimbatore,232.44,Barren,2500000.00,413,In Progress,45.20,6,Not Possessed,27.74,In Progress,36.73,84.95,0.87,High,11.125521,77.074951
LAP-0462,Coastal Railway Corridor Project 462,Railway Corridor,India,Odisha,Kalahandi,242.99,Residential,2500000.00,378,In Progress,79.77,5,Partially Possessed,77.79,In Progress,70.02,50.51,0.51,Medium,19.998750,83.041839
LAP-0463,Frontier Airport Expansion Project 463,Airport Expansion,India,Karnataka,Belagavi,136.72,Commercial,2500000.00,231,In Progress,56.79,7,Partially Possessed,62.81,In Progress,81.00,64.09,0.83,High,15.933527,74.610663
LAP-0464,Deccan Airport Expansion Project 464,Airport Expansion,India,Madhya Pradesh,Dhar,1327.59,Commercial,2500000.00,2277,In Progress,80.18,1,Partially Possessed,69.43,In Progress,83.23,38.33,0.29,Medium,22.525424,75.503158
LAP-0465,Samriddhi Transmission Line Project 465,Transmission Line,India,Maharashtra,Nashik,212.34,Barren,2500000.00,371,In Progress,82.39,2,Partially Possessed,76.14,In Progress,67.66,28.67,0.38,Low,19.999071,73.789896
LAP-0466,National Airport Expansion Project 466,Airport Expansion,India,Madhya Pradesh,Indore,177.16,Commercial,2500000.00,326,In Progress,73.12,4,Partially Possessed,72.33,In Progress,69.95,58.52,0.61,Medium,23.094038,75.826442
LAP-0467,Eastern Irrigation Canal Project 467,Irrigation Canal,India,Uttar Pradesh,Gautam Buddha Nagar,372.07,Agricultural,2500000.00,622,In Progress,45.22,7,Partially Possessed,39.58,Not Started,32.33,71.65,0.64,High,28.590928,77.579794
LAP-0468,Samriddhi Airport Expansion Project 468,Airport Expansion,India,Madhya Pradesh,Bhopal,134.58,Commercial,2500000.00,236,In Progress,77.38,5,Partially Possessed,63.72,In Progress,56.04,67.32,0.52,High,23.340887,77.242411
LAP-0469,Eastern Transmission Line Project 469,Transmission Line,India,Rajasthan,Udaipur,742.34,Barren,2500000.00,1278,In Progress,62.23,9,Partially Possessed,77.94,In Progress,57.99,76.11,0.66,High,24.883668,73.693854
LAP-0470,Greenfield Irrigation Canal Project 470,Irrigation Canal,India,Rajasthan,Jaipur,1356.69,Agricultural,2500000.00,2284,In Progress,88.08,1,Partially Possessed,91.27,In Progress,69.49,25.93,0.19,Low,26.989477,75.746844
LAP-0471,Deccan Irrigation Canal Project 471,Irrigation Canal,India,Uttar Pradesh,Lucknow,1058.64,Agricultural,2500000.00,1761,In Progress,88.10,2,Partially Possessed,85.16,In Progress,65.56,26.49,0.30,Low,27.056189,80.976096
LAP-0472,Bharat Logistics Park Project 472,Logistics Park,India,Maharashtra,Pune,318.50,Industrial,2500000.00,518,In Progress,91.05,0,Partially Possessed,84.58,In Progress,82.31,26.66,0.28,Low,18.517447,73.992047
LAP-0473,Eastern National Highway Project 473,National Highway,India,Odisha,Khordha,37.22,Agricultural,2500000.00,69,Not Started,30.49,3,Partially Possessed,61.02,In Progress,65.78,56.12,0.63,Medium,20.288941,85.965599
LAP-0474,Deccan Industrial Corridor Project 474,Industrial Corridor,India,Tamil Nadu,Tiruchirappalli,167.43,Industrial,2500000.00,302,In Progress,91.00,0,Partially Possessed,77.21,In Progress,67.07,19.19,0.21,Low,10.811793,78.621765
LAP-0475,Greenfield Metro Rail Project 475,Metro Rail,India,Uttar Pradesh,Prayagraj,155.34,Residential,2500000.00,255,Not Started,33.86,6,Not Possessed,34.51,In Progress,48.07,89.68,0.73,High,25.525953,81.912660
LAP-0476,Regional Industrial Corridor Project 476,Industrial Corridor,India,Maharashtra,Nagpur,167.47,Industrial,2500000.00,274,In Progress,69.45,3,Partially Possessed,71.79,In Progress,71.82,49.57,0.59,Medium,21.136864,79.085391
LAP-0477,Deccan Transmission Line Project 477,Transmission Line,India,Rajasthan,Kota,554.37,Barren,2500000.00,954,In Progress,56.09,1,Partially Possessed,72.31,In Progress,69.70,31.53,0.26,Medium,25.030772,75.855667
LAP-0478,Eastern Metro Rail Project 478,Metro Rail,India,Gujarat,Surat,438.72,Residential,2500000.00,733,In Progress,70.20,1,Partially Possessed,53.66,In Progress,47.61,57.26,0.62,Medium,21.094212,72.841899
LAP-0479,Regional Transmission Line Project 479,Transmission Line,India,Madhya Pradesh,Bhopal,121.37,Barren,2500000.00,220,In Progress,52.80,5,Partially Possessed,41.34,In Progress,54.21,61.85,0.58,High,23.212792,77.555005
LAP-0480,Greenfield Transmission Line Project 480,Transmission Line,India,Karnataka,Mysuru,387.49,Barren,2500000.00,651,In Progress,46.88,4,Partially Possessed,57.31,In Progress,48.21,65.87,0.67,High,12.415452,76.633705
LAP-0481,Coastal Logistics Park Project 481,Logistics Park,India,Rajasthan,Udaipur,95.91,Industrial,2500000.00,183,In Progress,94.36,1,Possessed,100.00,In Progress,88.95,23.18,0.23,Low,24.622795,73.625407
